Account_id,Name,Timestamp,Credit/Debit,Amount
1204751,B6S,11/10/2012,C,$34 
1204752,GD0,12/10/2014,C,$45 
1204753,36R,02/01/2013,C,$38 
1204754,PML,20/03/2014,D,$6 
1204755,6/;,01/10/2013,D,$26 
1204756,Z5O,23/08/2013,C,$5 
1204757,X.7,14/02/2014,D,$48 
1204758,ESU,03/12/2013,C,$10 
1204759,FTS,23/06/2012,C,$20 
1204760,8;W,16/02/2012,D,$23 
1204761,NC6,14/08/2013,C,$4 
1204762,J-:,16/02/2012,D,$28 
1204763,<HA,09/01/2014,C,$42 
1204764,;H-,07/09/2013,C,$49 
1204765,D6A,21/04/2013,C,$16 
1204766,4W2,21/10/2013,D,$37 
1204767,-;@,05/11/2013,C,$22 
1204768,??J,20/02/2013,C,$36 
1204769,8TC,18/07/2014,D,$13 
1204770,WXC,08/03/2013,C,$36 
1204771,?XW,27/10/2013,D,$27 
1204772,4EP,04/09/2014,C,$46 
1204773,T-1,22/11/2012,C,$5 
1204774,EOA,04/04/2013,C,$24 
1204775,E/;,12/09/2014,D,$42 
1204776,A=0,01/10/2014,D,$9 
1204777,GS?,22/11/2014,C,$26 
1204778,2ZJ,05/07/2014,D,$25 
1204779,RN?,16/12/2014,C,$50 
1204780,ZDR,09/03/2014,C,$20 
1204781,?B8,25/07/2012,D,$46 
1204782,:IY,20/04/2012,C,$28 
1204783,9/:,20/09/2014,D,$27 
1204784,YXS,01/08/2013,C,$50 
1204785,15U,13/09/2012,C,$40 
1204786,K>=,15/09/2013,C,$11 
1204787,U7T,13/07/2013,D,$21 
1204788,7?Y,20/08/2012,C,$14 
1204789,IKE,02/11/2012,C,$26 
1204790,>@8,17/01/2013,D,$14 
1204791,E0A,22/08/2013,C,$7 
1204792,3:C,07/12/2014,D,$29 
1204793,3G0,03/11/2012,C,$42 
1204794,UEA,10/01/2013,C,$19 
1204795,2L3,25/02/2013,C,$35 
1204796,N5E,04/07/2013,D,$37 
1204797,=J/,19/01/2012,D,$22 
1204798,7>F,10/09/2013,C,$38 
1204799,#NAME?,01/12/2014,D,$26 
1204800,VMI,03/03/2013,C,$30 
1204801,0,28/09/2012,C,$16 
1204802,#NAME?,07/10/2013,D,$1 
1204803,W;F,05/01/2012,C,$35 
1204804,GGI,21/05/2012,D,$27 
1204805,V9M,11/08/2014,C,$29 
1204806,Z0N,13/10/2013,C,$40 
1204807,3/U,12/11/2014,C,$20 
1204808,L/N,18/06/2013,D,$30 
1204809,HAC,27/10/2014,C,$3 
1204810,ZUD,28/10/2013,C,$19 
1204811,.0R,12/05/2012,D,$26 
1204812,M92,18/10/2013,C,$1 
1204813,0>/,08/05/2012,D,$39 
1204814,ZU>,23/09/2012,C,$38 
1204815,EY7,16/09/2013,C,$5 
1204816,XQA,11/10/2012,C,$40 
1204817,OGQ,02/03/2014,D,$45 
1204818,<-5,27/04/2013,D,$45 
1204819,8GJ,04/02/2014,C,$22 
1204820,0Y8,23/06/2012,D,$23 
1204821,#NAME?,09/01/2014,C,$5 
1204822,;T6,15/03/2012,C,$16 
1204823,7QV,10/04/2014,D,$44 
1204824,#NAME?,27/02/2014,C,$13 
1204825,O?T,24/12/2012,D,$9 
1204826,C4I,25/10/2014,C,$33 
1204827,X<D,05/04/2012,C,$9 
1204828,@MP,01/12/2014,C,$12 
1204829,N.V,22/08/2014,D,$15 
1204830,C/A,19/05/2012,C,$24 
1204831,6LG,22/09/2014,C,$9 
1204832,R=K,27/12/2013,D,$36 
1204833,#NAME?,24/03/2014,C,$39 
1204834,QDU,05/06/2013,D,$29 
1204835,1;W,20/12/2012,C,$40 
1204836,T8Y,09/03/2013,C,$7 
1204837,NMV,01/01/2012,C,$50 
1204838,CM5,19/12/2014,D,$15 
1204839,CM9,04/04/2014,D,$26 
1204840,?-O,18/06/2012,C,$15 
1204841,9<A,21/05/2013,D,$9 
1204842,K;G,21/06/2012,C,$6 
1204843,KOI,07/03/2014,C,$19 
1204844,;M5,06/02/2014,D,$22 
1204845,QN:,16/03/2014,C,$24 
1204846,KSG,02/03/2013,D,$48 
1204847,6D/,01/06/2012,C,$43 
1204848,8J6,14/07/2012,C,$24 
1204849,3.X,13/09/2013,C,$3 
1204850,LJZ,08/10/2014,D,$10 
1204851,;QN,14/01/2014,C,$49 
1204852,<=:,22/06/2012,C,$28 
1204853,TE?,08/10/2014,D,$8 
1204854,X<O,13/05/2014,C,$11 
1204855,Z9N,18/05/2012,D,$1 
1204856,3;N,02/04/2012,C,$48 
1204857,PI2,04/09/2012,C,$22 
1204858,?.J,28/04/2013,C,$34 
1204859,D7-,02/06/2012,D,$40 
1204860,ZQ<,09/04/2014,D,$40 
1204861,QFT,01/07/2014,C,$49 
1204862,814,23/06/2013,D,$18 
1204863,PW8,11/10/2013,C,$7 
1204864,9IW,06/07/2014,C,$13 
1204865,;IN,15/05/2013,D,$30 
1204866,T:X,10/06/2012,C,$23 
1204867,.LU,24/01/2013,D,$1 
1204868,VDX,20/08/2013,C,$39 
1204869,6RD,03/08/2014,C,$40 
1204870,.A9,25/02/2012,C,$31 
1204871,9?;,01/06/2014,D,$3 
1204872,5BV,02/03/2012,C,$43 
1204873,KZG,17/10/2012,C,$37 
1204874,KA=,28/07/2012,D,$24 
1204875,8OF,11/05/2014,C,$16 
1204876,5HL,14/10/2014,D,$16 
1204877,B@D,13/10/2012,C,$30 
1204878,5GN,06/09/2012,C,$27 
1204879,G9Y,21/07/2013,C,$14 
1204880,H2P,06/09/2013,D,$43 
1204881,3WO,18/09/2012,D,$26 
1204882,JA.,21/10/2012,C,$9 
1204883,0NZ,27/11/2012,D,$50 
1204884,NR5,03/07/2012,C,$50 
1204885,HXX,04/07/2013,C,$37 
1204886,WUH,04/08/2013,D,$13 
1204887,4JH,12/07/2014,C,$8 
1204888,L>1,02/03/2014,D,$43 
1204889,/GX,05/02/2014,C,$7 
1204890,QAC,18/10/2012,C,$50 
1204891,PHF,19/05/2014,C,$43 
1204892,/IC,02/06/2014,D,$26 
1204893,3OE,23/03/2014,C,$26 
1204894,-;P,20/01/2013,C,$8 
1204895,ZPC,25/09/2014,D,$25 
1204896,9O:,24/08/2012,C,$10 
1204897,BNB,03/07/2014,D,$48 
1204898,9K<,11/11/2012,C,$13 
1204899,TXS,04/04/2012,C,$31 
1204900,OQ7,01/04/2012,C,$33 
1204901,2FF,25/02/2014,D,$21 
1204902,#NAME?,19/08/2012,D,$21 
1204903,PKK,19/08/2012,C,$47 
1204904,9Q=,11/04/2014,D,$47 
1204905,;.G,25/03/2013,C,$29 
1204906,X7D,05/06/2014,C,$49 
1204907,2-F,23/08/2014,D,$18 
1204908,P@<,07/09/2013,C,$26 
1204909,QDC,01/12/2012,D,$11 
1204910,A:-,24/06/2014,C,$16 
1204911,482,11/02/2012,C,$41 
1204912,ELX,28/11/2014,C,$32 
1204913,PSA,28/12/2014,D,$48 
1204914,3ER,19/04/2012,C,$50 
1204915,E<O,28/11/2013,C,$45 
1204916,H31,23/09/2012,D,$49 
1204917,CY/,27/11/2014,C,$31 
1204918,5P8,12/02/2013,D,$45 
1204919,6U9,11/03/2012,C,$28 
1204920,LPU,01/12/2012,C,$11 
1204921,LTD,17/10/2014,C,$11 
1204922,UF6,16/07/2013,D,$4 
1204923,=:K,14/01/2013,D,$7 
1204924,X2N,14/01/2012,C,$17 
1204925,DRF,07/01/2014,D,$6 
1204926,DXI,23/02/2014,C,$21 
1204927,0.6,12/01/2013,C,$45 
1204928,6MP,13/03/2014,D,$23 
1204929,.CX,17/05/2012,C,$42 
1204930,88L,04/01/2014,D,$13 
1204931,.6I,13/09/2014,C,$47 
1204932,W;N,09/05/2013,C,$2 
1204933,S2@,02/05/2012,C,$28 
1204934,CGF,04/05/2012,D,$14 
1204935,HM.,11/07/2013,C,$42 
1204936,.?/,23/07/2013,C,$30 
1204937,GUB,27/11/2012,D,$6 
1204938,LWA,02/02/2014,C,$38 
1204939,HN:,02/01/2012,D,$12 
1204940,0CP,26/04/2012,C,$49 
1204941,D:-,19/08/2012,C,$37 
1204942,/W9,28/07/2013,C,$32 
1204943,UQF,04/07/2012,D,$23 
1204944,XZ=,26/02/2013,D,$21 
1204945,TF9,11/08/2013,C,$7 
1204946,A?U,18/08/2012,D,$18 
1204947,BFS,10/12/2013,C,$42 
1204948,H8.,14/10/2012,C,$25 
1204949,60D,04/05/2013,D,$39 
1204950,?CH,20/01/2012,C,$34 
1204951,:PH,24/05/2013,D,$32 
1204952,CY@,27/08/2013,C,$2 
1204953,4LW,17/12/2014,C,$10 
1204954,K<D,22/10/2012,C,$48 
1204955,>--,02/03/2012,D,$14 
1204956,1@I,23/03/2013,C,$5 
1204957,69F,06/03/2014,C,$45 
1204958,.I.,18/06/2012,D,$14 
1204959,LW@,18/08/2012,C,$50 
1204960,JJ@,08/06/2012,D,$10 
1204961,W;G,08/05/2013,C,$7 
1204962,32Q,01/04/2014,C,$7 
1204963,6J6,02/09/2012,C,$30 
1204964,W1;,01/11/2014,D,$48 
1204965,.3P,27/10/2014,D,$34 
1204966,UG1,14/07/2014,C,$39 
1204967,E;8,14/06/2014,D,$32 
1204968,>4P,26/05/2013,C,$19 
1204969,KW6,07/12/2014,C,$22 
1204970,X6A,16/02/2014,D,$10 
1204971,XC;,20/10/2012,C,$6 
1204972,O>G,22/09/2012,D,$49 
1204973,V:C,23/07/2012,C,$7 
1204974,ETK,07/06/2012,C,$41 
1204975,S@9,03/07/2012,C,$18 
1204976,8LX,15/03/2013,D,$8 
1204977,G<6,01/04/2012,C,$20 
1204978,N30,02/11/2013,C,$32 
1204979,KAL,24/11/2014,D,$26 
1204980,GBO,05/09/2013,C,$19 
1204981,BZD,11/02/2014,D,$39 
1204982,QC-,20/02/2013,C,$31 
1204983,E@0,02/02/2014,C,$19 
1204984,>66,11/06/2012,C,$2 
1204985,#NAME?,26/08/2014,D,$42 
1204986,I68,02/08/2012,D,$2 
1204987,#NAME?,05/11/2012,C,$31 
1204988,CDI,15/06/2013,D,$10 
1204989,<-4,02/06/2014,C,$35 
1204990,#NAME?,01/09/2014,C,$38 
1204991,TTD,06/02/2014,D,$38 
1204992,2DS,11/01/2014,C,$19 
1204993,1S6,24/01/2013,D,$26 
1204994,BFK,28/11/2014,C,$5 
1204995,6PP,20/09/2014,C,$32 
1204996,T7C,26/02/2014,C,$7 
1204997,8K?,01/04/2013,D,$20 
1204998,PAY,21/06/2013,C,$29 
1204999,2;J,17/05/2013,C,$20 
1205000,FEQ,03/10/2013,D,$17 
1205001,0.83,25/08/2014,C,$27 
1205002,Q:2,01/04/2013,D,$40 
1205003,L>2,09/01/2014,C,$9 
1205004,S>Y,18/03/2014,C,$46 
1205005,:=3,17/05/2014,C,$4 
1205006,PE:,22/08/2014,D,$6 
1205007,@SW,14/01/2013,D,$11 
1205008,AI/,22/02/2012,C,$38 
1205009,406,21/01/2013,D,$30 
1205010,BE6,08/05/2014,C,$6 
1205011,0@V,22/01/2014,C,$49 
1205012,BK1,24/12/2014,D,$18 
1205013,1.2,07/08/2013,C,$45 
1205014,MOS,13/07/2014,D,$3 
1205015,#NAME?,13/08/2013,C,$37 
1205016,:.>,24/03/2013,C,$25 
1205017,9HA,07/09/2014,C,$36 
1205018,F:L,12/06/2013,D,$8 
1205019,BWV,24/04/2013,C,$35 
1205020,3=E,10/12/2013,C,$21 
1205021,1GB,27/10/2013,D,$46 
1205022,PSM,12/07/2013,C,$1 
1205023,TQH,20/08/2014,D,$18 
1205024,DK<,08/06/2012,C,$38 
1205025,X5/,27/10/2012,C,$21 
1205026,B-1,24/04/2013,C,$11 
1205027,:.<,04/10/2014,D,$36 
1205028,249,08/06/2012,D,$46 
1205029,DZ.,12/03/2013,C,$43 
1205030,S=K,12/09/2012,D,$28 
1205031,.LU,17/09/2014,C,$1 
1205032,=?C,06/10/2014,C,$20 
1205033,C2/,09/08/2014,D,$21 
1205034,Y;Z,26/02/2013,C,$46 
1205035,JVA,25/06/2014,D,$43 
1205036,<0=,09/03/2013,C,$36 
1205037,0VB,11/08/2014,C,$24 
1205038,/YG,09/06/2013,C,$26 
1205039,5XH,10/01/2013,D,$45 
1205040,<;A,08/06/2014,C,$15 
1205041,01:05,23/12/2012,C,$26 
1205042,.E<,06/11/2014,D,$35 
1205043,E<B,13/12/2013,C,$25 
1205044,634,23/11/2014,D,$18 
1205045,/<V,23/05/2013,C,$14 
1205046,PWY,07/04/2014,C,$1 
1205047,CDW,18/05/2012,C,$32 
1205048,ANM,17/07/2013,D,$33 
1205049,D4=,02/08/2012,D,$5 
1205050,AG8,01/05/2012,C,$34 
1205051,S.L,23/02/2013,D,$50 
1205052,E/7,16/07/2012,C,$13 
1205053,S8H,12/11/2014,C,$13 
1205054,U-M,17/01/2012,D,$14 
1205055,?5D,24/06/2014,C,$19 
1205056,L@Z,23/07/2014,D,$40 
1205057,GPF,02/12/2014,C,$28 
1205058,2<I,05/07/2014,C,$1 
1205059,KOR,17/10/2014,C,$37 
1205060,C/S,11/06/2013,D,$4 
1205061,6VZ,09/11/2012,C,$1 
1205062,A5Y,26/11/2013,C,$9 
1205063,W:7,09/10/2013,D,$32 
1205064,ECH,20/01/2012,C,$49 
1205065,6F=,23/12/2012,D,$1 
1205066,RHN,28/10/2014,C,$8 
1205067,5>E,23/01/2014,C,$16 
1205068,6A@,18/11/2012,C,$35 
1205069,U?6,14/12/2013,D,$25 
1205070,R.>,11/04/2012,D,$15 
1205071,S2P,18/05/2014,C,$10 
1205072,R@?,27/11/2014,D,$7 
1205073,82S,18/06/2012,C,$15 
1205074,9A@,05/01/2014,C,$38 
1205075,;RQ,13/06/2013,D,$46 
1205076,5VH,24/07/2013,C,$46 
1205077,;8>,05/08/2013,D,$19 
1205078,GZQ,03/10/2014,C,$30 
1205079,ROS,14/11/2012,C,$49 
1205080,Y.;,16/02/2013,C,$28 
1205081,0HU,12/05/2013,D,$48 
1205082,A2Y,04/07/2014,C,$42 
1205083,T@3,23/12/2013,C,$34 
1205084,YVW,16/01/2012,D,$24 
1205085,RCV,20/07/2012,C,$12 
1205086,KM8,26/09/2014,D,$38 
1205087,6VW,17/05/2014,C,$22 
1205088,>P-,25/07/2014,C,$27 
1205089,F9?,09/05/2014,C,$15 
1205090,YUI,19/08/2012,D,$3 
1205091,JEJ,17/12/2013,D,$18 
1205092,QGT,01/12/2014,C,$5 
1205093,BJJ,22/04/2013,D,$13 
1205094,@MM,09/08/2014,C,$7 
1205095,.NO,23/04/2013,C,$7 
1205096,4N;,22/06/2012,D,$50 
1205097,OSR,09/11/2014,C,$48 
1205098,?OC,09/12/2012,D,$19 
1205099,BND,20/11/2012,C,$44 
1205100,P>6,16/08/2013,C,$47 
1205101,K=Z,24/07/2014,C,$9 
1205102,92H,11/05/2014,D,$48 
1205103,Z3L,19/07/2014,C,$26 
1205104,/;7,23/09/2014,C,$11 
1205105,A8C,20/03/2013,D,$11 
1205106,W2B,28/03/2012,C,$34 
1205107,@P4,14/08/2013,D,$31 
1205108,Q7=,26/03/2014,C,$49 
1205109,21P,09/11/2013,C,$3 
1205110,KHO,13/05/2014,C,$9 
1205111,<4=,20/11/2012,D,$27 
1205112,:>K,13/12/2014,D,$50 
1205113,J7H,20/09/2012,C,$3 
1205114,J2A,20/07/2013,D,$13 
1205115,LN=,18/04/2014,C,$6 
1205116,:-B,14/06/2012,C,$12 
1205117,SCZ,10/12/2012,D,$2 
1205118,BYP,18/12/2014,C,$39 
1205119,OW<,27/04/2013,D,$6 
1205120,;@F,21/06/2014,C,$20 
1205121,HZ-,04/02/2014,C,$10 
1205122,.O:,26/02/2012,C,$10 
1205123,IAA,12/07/2014,D,$36 
1205124,E?/,18/06/2014,C,$21 
1205125,LAP,28/07/2014,C,$23 
1205126,SO5,20/09/2012,D,$35 
1205127,/:J,10/04/2014,C,$1 
1205128,UY5,22/08/2012,D,$31 
1205129,:IS,24/01/2013,C,$19 
1205130,;FL,12/11/2014,C,$13 
1205131,6VC,17/10/2013,C,$28 
1205132,-1201207,16/05/2014,D,$15 
1205133,XOU,27/07/2012,D,$46 
1205134,@7B,19/01/2012,C,$38 
1205135,:3-,21/01/2014,D,$18 
1205136,4A/,03/12/2013,C,$25 
1205137,6QC,05/10/2013,C,$1 
1205138,C/F,05/11/2013,D,$32 
1205139,FTZ,24/04/2013,C,$45 
1205140,:7<,12/07/2013,D,$47 
1205141,>N-,11/08/2013,C,$11 
1205142,EE/,22/07/2014,C,$42 
1205143,R<<,07/08/2013,C,$3 
1205144,7;F,14/08/2013,D,$38 
1205145,?MM,03/01/2013,C,$44 
1205146,BPB,23/10/2014,C,$8 
1205147,M@7,23/03/2013,D,$25 
1205148,#NAME?,20/09/2012,C,$42 
1205149,1TL,27/06/2013,D,$7 
1205150,WPX,22/04/2012,C,$16 
1205151,6GT,26/08/2013,C,$2 
1205152,M;=,25/08/2012,C,$47 
1205153,GCL,09/04/2013,D,$19 
1205154,H@M,20/08/2012,D,$18 
1205155,<SK,27/11/2013,C,$8 
1205156,.U=,05/04/2012,D,$14 
1205157,//X,21/06/2013,C,$11 
1205158,ZO-,03/09/2012,C,$22 
1205159,VO-,08/01/2013,D,$17 
1205160,<KM,10/09/2012,C,$12 
1205161,KRN,07/02/2013,D,$24 
1205162,R=>,02/12/2013,C,$35 
1205163,-?A,14/03/2013,C,$15 
1205164,5@?,20/12/2012,C,$49 
1205165,X>B,08/03/2012,D,$43 
1205166,G>5,08/01/2012,C,$26 
1205167,VY9,13/05/2012,C,$40 
1205168,.YJ,14/01/2014,D,$10 
1205169,OEW,17/02/2012,C,$10 
1205170,E8<,18/07/2012,D,$15 
1205171,UT3,19/06/2014,C,$7 
1205172,6,07/05/2012,C,$24 
1205173,3>R,05/06/2012,C,$43 
1205174,61Q,03/07/2014,D,$16 
1205175,@MR,11/04/2013,D,$2 
1205176,7V6,18/11/2012,C,$45 
1205177,ZFP,02/03/2013,D,$34 
1205178,RS?,25/07/2012,C,$44 
1205179,?7G,28/06/2013,C,$39 
1205180,JE8,27/06/2012,D,$16 
1205181,0JR,03/08/2014,C,$7 
1205182,=6S,16/04/2012,D,$29 
1205183,W>3,08/05/2012,C,$7 
1205184,.M0,04/06/2013,C,$23 
1205185,Z1D,18/03/2013,C,$6 
1205186,9LA,17/04/2014,D,$39 
1205187,O/7,08/02/2012,C,$14 
1205188,G16,21/07/2013,C,$8 
1205189,E<:,20/08/2013,D,$26 
1205190,B;/,10/07/2014,C,$9 
1205191,MO;,15/11/2013,D,$5 
1205192,83T,07/06/2012,C,$37 
1205193,/L6,23/09/2012,C,$39 
1205194,F30,13/08/2014,C,$50 
1205195,EC;,05/02/2012,D,$8 
1205196,/F>,26/06/2014,D,$47 
1205197,YK>,10/04/2013,C,$27 
1205198,58?,22/07/2014,D,$2 
1205199,0GR,17/11/2014,C,$35 
1205200,RQE,26/11/2013,C,$45 
1205201,I9?,05/03/2013,D,$43 
1205202,EI<,05/06/2012,C,$21 
1205203,GUA,28/11/2014,D,$39 
1205204,C.=,28/12/2013,C,$14 
1205205,KK9,04/04/2012,C,$26 
1205206,2DH,23/06/2013,C,$17 
1205207,HDO,12/02/2013,D,$48 
1205208,=5;,24/05/2013,C,$21 
1205209,0.27,02/12/2013,C,$35 
1205210,C3N,10/05/2013,D,$42 
1205211,VXQ,18/01/2014,C,$41 
1205212,PJ>,01/01/2012,D,$20 
1205213,W:U,03/05/2014,C,$33 
1205214,IUC,13/05/2012,C,$39 
1205215,X7/,06/08/2014,C,$30 
1205216,KK3,16/09/2013,D,$31 
1205217,B@6,17/03/2012,D,$37 
1205218,T/G,24/12/2012,C,$47 
1205219,NJ:,16/04/2013,D,$43 
1205220,0,23/07/2012,C,$7 
1205221,DE8,01/08/2014,C,$26 
1205222,#NAME?,18/05/2012,D,$22 
1205223,EG/,06/03/2014,C,$37 
1205224,#NAME?,22/02/2014,D,$38 
1205225,>7Q,26/09/2012,C,$17 
1205226,Y-I,10/10/2012,C,$27 
1205227,DXU,09/01/2012,C,$6 
1205228,-=<,23/06/2014,D,$24 
1205229,</6,12/03/2014,C,$22 
1205230,1HY,08/04/2014,C,$37 
1205231,D:B,04/05/2013,D,$10 
1205232,O8/,08/06/2013,C,$36 
1205233,45,06/04/2014,D,$17 
1205234,RDW,08/12/2013,C,$8 
1205235,I7J,07/07/2012,C,$32 
1205236,2Z9,12/10/2012,C,$50 
1205237,B>N,12/11/2012,D,$28 
1205238,0CH,28/11/2012,D,$35 
1205239,RD<,25/04/2014,C,$20 
1205240,WRY,22/03/2014,D,$5 
1205241,D6R,23/09/2014,C,$44 
1205242,DIU,27/01/2014,C,$49 
1205243,QPO,09/01/2012,D,$47 
1205244,8.;,17/09/2012,C,$24 
1205245,0,21/01/2013,D,$42 
1205246,J6E,01/08/2012,C,$49 
1205247,1@@,08/01/2013,C,$29 
1205248,7;D,05/03/2013,C,$5 
1205249,0HK,18/07/2013,D,$3 
1205250,7FK,27/05/2014,C,$21 
1205251,JOA,10/09/2012,C,$33 
1205252,3RE,04/11/2014,D,$26 
1205253,PFC,02/10/2013,C,$18 
1205254,E;;,05/01/2014,D,$36 
1205255,QR>,18/04/2014,C,$14 
1205256,;<U,03/09/2013,C,$18 
1205257,<F:,12/10/2013,C,$22 
1205258,I@P,18/12/2014,D,$35 
1205259,MM1,15/02/2012,D,$30 
1205260,@S>,07/06/2012,C,$38 
1205261,HC>,01/07/2012,D,$27 
1205262,N1M,03/02/2012,C,$45 
1205263,BI?,09/10/2012,C,$36 
1205264,BNG,05/10/2014,D,$11 
1205265,8<P,10/02/2012,C,$19 
1205266,00:08,05/07/2013,D,$31 
1205267,C<Q,18/02/2014,C,$48 
1205268,RB;,09/03/2014,C,$40 
1205269,WSP,19/11/2013,C,$32 
1205270,3Y=,25/06/2014,D,$42 
1205271,XIE,04/11/2012,C,$32 
1205272,Y.F,25/12/2012,C,$7 
1205273,S29,23/11/2012,D,$8 
1205274,P>=,03/10/2014,C,$10 
1205275,:LY,16/07/2014,D,$22 
1205276,G96,26/03/2012,C,$4 
1205277,N.F,26/06/2014,C,$30 
1205278,YQ:,19/01/2013,C,$49 
1205279,3?-,05/11/2013,D,$32 
1205280,KMB,16/06/2012,D,$32 
1205281,346,14/08/2012,C,$23 
1205282,;AP,28/08/2013,D,$30 
1205283,9FE,15/03/2014,C,$27 
1205284,XD<,14/01/2013,C,$22 
1205285,5VZ,24/12/2012,D,$16 
1205286,H4=,11/02/2012,C,$8 
1205287,:>:,04/07/2013,D,$19 
1205288,4LV,27/03/2013,C,$25 
1205289,FZ=,07/11/2014,C,$16 
1205290,UW-,25/07/2014,C,$44 
1205291,1?F,27/09/2013,D,$21 
1205292,.8.,21/06/2013,C,$31 
1205293,3D8,04/09/2013,C,$10 
1205294,M-H,20/07/2012,D,$36 
1205295,GOE,26/10/2013,C,$19 
1205296,7XB,14/12/2014,D,$19 
1205297,I@L,09/07/2013,C,$3 
1205298,EKK,09/05/2012,C,$40 
1205299,OMF,14/05/2013,C,$7 
1205300,07U,28/04/2013,D,$1 
1205301,81D,13/09/2012,D,$11 
1205302,O-Q,20/03/2012,C,$10 
1205303,TIL,18/07/2012,D,$2 
1205304,.=T,20/01/2012,C,$3 
1205305,S8A,10/03/2012,C,$32 
1205306,83B,24/12/2014,D,$6 
1205307,E84,23/10/2013,C,$36 
1205308,Z2Z,20/05/2012,D,$30 
1205309,6X-,13/02/2012,C,$36 
1205310,IVU,19/06/2012,C,$24 
1205311,<>X,09/11/2012,C,$30 
1205312,Y/H,24/04/2014,D,$12 
1205313,Z1>,26/07/2014,C,$20 
1205314,F0;,01/09/2014,C,$47 
1205315,>F7,27/07/2013,D,$35 
1205316,FR?,28/05/2013,C,$46 
1205317,G=9,12/01/2014,D,$2 
1205318,.@U,05/02/2013,C,$23 
1205319,0=A,27/01/2014,C,$21 
1205320,DTM,16/01/2014,C,$15 
1205321,BQ8,08/10/2013,D,$18 
1205322,ULB,16/08/2012,D,$29 
1205323,U>S,15/04/2012,C,$4 
1205324,?H1,12/12/2014,D,$47 
1205325,UWX,03/03/2013,C,$34 
1205326,?3<,25/12/2013,C,$33 
1205327,>ND,10/08/2013,D,$3 
1205328,G4Y,07/12/2012,C,$2 
1205329,T0H,22/08/2014,D,$25 
1205330,TK9,14/06/2012,C,$49 
1205331,V55,19/12/2014,C,$49 
1205332,HFT,08/08/2012,C,$46 
1205333,6M-,12/04/2012,D,$12 
1205334,K4Q,01/02/2012,C,$7 
1205335,88T,09/07/2014,C,$10 
1205336,VX1,06/09/2012,D,$1 
1205337,H@W,13/08/2014,C,$33 
1205338,.AT,24/06/2014,D,$17 
1205339,.ZS,26/10/2014,C,$39 
1205340,<P6,02/02/2014,C,$39 
1205341,/89,01/06/2013,C,$34 
1205342,O7?,08/12/2014,D,$33 
1205343,@O?,25/10/2013,D,$22 
1205344,IAZ,09/10/2013,C,$3 
1205345,<3P,02/08/2013,D,$12 
1205346,-C:,04/09/2012,C,$31 
1205347,45:00:00,27/07/2014,C,$45 
1205348,>9X,10/01/2014,D,$33 
1205349,FZ>,05/10/2013,C,$31 
1205350,?>:,04/02/2013,D,$31 
1205351,.;K,28/05/2014,C,$17 
1205352,Y<H,20/05/2014,C,$14 
1205353,C1W,06/07/2013,C,$45 
1205354,;BQ,20/07/2014,D,$15 
1205355,LO-,22/09/2014,C,$20 
1205356,?6Q,16/09/2012,C,$24 
1205357,NG8,10/10/2013,D,$45 
1205358,X4M,01/05/2012,C,$7 
1205359,ZNS,22/09/2012,D,$35 
1205360,?L5,14/09/2013,C,$44 
1205361,E2Y,05/09/2012,C,$25 
1205362,?39,06/04/2013,C,$21 
1205363,#NAME?,18/08/2014,D,$35 
1205364,?FV,08/05/2014,D,$25 
1205365,3V=,16/09/2013,C,$47 
1205366,;/7,28/11/2012,D,$30 
1205367,C4J,02/10/2013,C,$21 
1205368,H?V,10/11/2013,C,$47 
1205369,HCT,21/03/2014,D,$8 
1205370,KR9,04/03/2014,C,$25 
1205371,.V3,05/04/2014,D,$5 
1205372,B5X,14/12/2012,C,$22 
1205373,.P1,19/09/2012,C,$9 
1205374,CNL,08/11/2014,C,$43 
1205375,EYD,21/07/2013,D,$46 
1205376,J16,11/09/2013,C,$44 
1205377,NT8,11/06/2013,C,$18 
1205378,.KR,05/10/2012,D,$41 
1205379,KN2,04/06/2014,C,$22 
1205380,3D/,27/10/2013,D,$47 
1205381,QCV,24/02/2014,C,$35 
1205382,HV6,02/02/2012,C,$3 
1205383,>Q4,07/11/2012,C,$21 
1205384,0.<,14/01/2014,D,$37 
1205385,R.R,22/03/2014,D,$9 
1205386,IYC,04/06/2012,C,$45 
1205387,K.U,15/04/2013,D,$17 
1205388,ONL,17/05/2013,C,$30 
1205389,/P2,27/04/2013,C,$36 
1205390,Q-A,27/11/2013,D,$40 
1205391,F1P,08/09/2012,C,$41 
1205392,.E:,21/04/2013,D,$14 
1205393,C9<,18/11/2013,C,$3 
1205394,39V,16/06/2014,C,$9 
1205395,MS.,07/09/2014,C,$4 
1205396,?75,15/07/2013,D,$3 
1205397,>MR,25/09/2013,C,$37 
1205398,4@E,21/01/2014,C,$43 
1205399,L;C,08/08/2012,D,$49 
1205400,<N>,17/01/2012,C,$45 
1205401,791,24/10/2012,D,$48 
1205402,IP-,12/06/2013,C,$17 
1205403,M5V,02/06/2014,C,$1 
1205404,7UN,05/06/2012,C,$28 
1205405,CR4,19/12/2013,D,$8 
1205406,4I:,11/11/2014,D,$18 
1205407,<JJ,22/07/2013,C,$9 
1205408,Q70,19/11/2013,D,$42 
1205409,O5/,16/04/2012,C,$31 
1205410,@8N,23/01/2012,C,$16 
1205411,N4V,22/10/2012,D,$43 
1205412,3>1,09/05/2014,C,$12 
1205413,1J?,23/01/2014,D,$19 
